id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_30d_in_currency,price_change_percentage_7d_in_currency,zone,suspected_wash_trading,momentum,is_gold,btc_change_24h,btc_change_7d,rs_24h,rs_7d,rs_available,rs_strong_24h,rs_leader_24h,ratio,range,volume_recovery,price_resilience,timeframe_analysis,timeframe_classification,social_analysis,sector,accumulation_score,accumulation_signal,accumulation_slope,is_silent_accumulation,accumulation_reason,source_range
renzo,rez,Renzo,https://coin-images.coingecko.com/coins/images/37327/large/renzo_200x200.png?1714025012,0.00534193,45086231,519,52346226.0,12831751,0.0056735,0.00532525,-0.000118111623233324,-2.1632,-1039922.5776369497,-2.25452,8453420066.351069,9814629224.12962,10000000000.0,0.278213,-98.08024,2024-04-30T11:50:54.665Z,0.00265163,101.42441,2026-02-28T10:11:14.983Z,,2026-05-05T15:41:47.645Z,49.041125552170385,27.655578315936147,early_accumulation,False,low,False,2.26063,,-4.42383,,True,False,False,0.28460465014252356,50m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",DeFi,0.206,weak,0.0136,False,Sinal fraco: slope=0.0136,50m_range
terrausd,ustc,TerraClassicUSD,https://coin-images.coingecko.com/coins/images/12681/large/UST.png?1696512486,0.00808812,44741451,523,48775433.0,11526703,0.00817941,0.00726192,0.00079557,10.9093,3957799.0,9.70438,5577830362.264905,6080739091.910185,,1.092,-99.26205,2021-01-11T22:30:57.984Z,0.00406362,98.28836,2026-02-06T00:26:24.223Z,,2026-05-05T15:41:45.469Z,86.52791038422161,38.51178701225572,early_accumulation,False,low,False,2.26063,,8.64867,,True,False,False,0.2576291725541042,50m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",RWA,0.0,none,-0.0476,False,Ratio em queda — sem acumulação,50m_range
ong,ong,Ontology Gas,https://coin-images.coingecko.com/coins/images/5716/large/ONG_logo.png?1696506172,0.074699,35050410,631,59733340.0,9005492,0.078465,0.073218,0.00076184,1.0304,383303.0,1.10567,469425076.0,800000000.0,1000000000.0,4.39,-98.29821,2018-09-28T10:22:27.611Z,0.04242318,76.00443,2020-03-13T02:24:03.119Z,,2026-05-05T15:41:54.899Z,-17.690852783850012,-0.5129130907078749,early_accumulation,False,low,False,2.26063,,-1.23023,,True,False,False,0.2569297192243971,50m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",Other,0.0,none,0.0,False,Apenas 1 snapshots (mínimo 3),50m_range
ankr,ankr,Ankr Network,https://coin-images.coingecko.com/coins/images/4324/large/Ankr_Blue_Symbol.png?1754623142,0.00495681,49569484,490,49569484.0,12092138,0.00504518,0.00479411,0.00011818,2.44251,1189983.0,2.45968,10000000000.0,10000000000.0,10000000000.0,0.213513,-97.67839,2021-04-16T19:44:04.474Z,0.00070728,600.84438,2020-03-13T02:24:03.563Z,"{'times': -0.2489688658623229, 'currency': 'usd', 'percentage': -24.896886586232288}",2026-05-05T15:41:50.446Z,-4.357343012320859,-0.7043195310796143,early_accumulation,False,low,False,2.26063,,0.18188000000000004,,True,False,False,0.24394318891840794,50m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",DeFi,0.0,none,0.0,False,Apenas 0 snapshots (mínimo 3),50m_range
ssv-network,ssv,SSV Network,https://coin-images.coingecko.com/coins/images/19155/large/ssv.png?1696518606,2.8,41144337,556,41144337.0,9165587,2.92,2.77,0.01601686,0.57554,221097.0,0.54027,14699173.1,14699173.1,,65.82,-95.74674,2024-03-25T05:21:25.264Z,2.09,34.21121,2026-04-13T08:10:42.294Z,,2026-05-05T15:41:46.158Z,26.707190118455514,-2.8332233224713854,early_accumulation,False,low,False,2.26063,,-1.6850899999999998,,True,False,False,0.22276667138906625,50m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",DeFi,0.295,weak,0.0117,False,Sinal fraco: slope=0.0117,50m_range
f-x-protocol-fxusd,fxusd,f(x) Protocol fxUSD,https://coin-images.coingecko.com/coins/images/36202/large/fxUSD.jpg?1710833113,0.997694,37051984,600,37051984.0,7879358,1.006,0.989693,0.00800074,0.80841,3621810.0,10.83395,37134600.47026586,37134600.47026586,,1.071,-6.82854,2026-04-28T00:15:06.461Z,0.953062,4.68305,2024-12-05T15:45:54.718Z,,2026-05-05T15:41:47.462Z,-0.3639879192373401,0.22686086231521527,early_accumulation,False,low,False,2.26063,,-1.45222,,True,False,False,0.2126568445025778,50m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",Other,0.0,none,0.0,False,Apenas 0 snapshots (mínimo 3),50m_range
troll-2,troll,TROLL,https://coin-images.coingecko.com/coins/images/55282/large/Untitled_design.png?1777015928,0.04748549,47592772,500,47592772.0,9850126,0.050962,0.04041735,0.0024718,5.49122,2764405.0,6.16664,998881486.893516,998881486.893516,1000000000.0,0.282604,-83.08357,2025-08-22T21:48:29.985Z,0.00387003,1135.29889,2025-04-22T03:50:51.686Z,,2026-05-05T15:41:48.935Z,326.02363945631015,169.1378930557213,early_accumulation,False,low,False,2.26063,,3.2305900000000003,,True,False,False,0.20696684782302657,50m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",Meme,0.0,none,0.0,False,Apenas 2 snapshots (mínimo 3),50m_range
act-i-the-ai-prophecy,act,Act I The AI Prophecy,https://coin-images.coingecko.com/coins/images/50984/large/ai_prophecy.jpg?1729653897,0.01622679,15408098,1022,15408098.0,23067073,0.01699315,0.01554917,0.00044633,2.82838,423941.0,2.82926,948240776.579078,948240776.579078,1000000000.0,0.919768,-98.23279,2024-11-14T08:35:39.083Z,0.00709075,129.23156,2025-10-10T21:25:23.179Z,,2026-05-05T15:45:06.226Z,37.01360186995959,15.395927133402449,breakout,False,low,False,2.26007,,0.5683100000000003,,True,False,False,1.4970746551586056,10m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",Other,0.0,none,0.0,False,Apenas 1 snapshots (mínimo 3),10m_range
mubarak,mubarak,Mubarak,https://coin-images.coingecko.com/coins/images/54857/large/DKjv3dc6_400x400.jpg?1742107486,0.01608042,16083383,1007,16083383.0,18367569,0.01744344,0.01602297,-0.000859185771129079,-5.07205,-849776.9564944115,-5.01842,1000000000.0,1000000000.0,1000000000.0,0.211228,-92.38674,2025-03-18T05:06:59.770Z,0.01000671,60.70567,2025-10-10T21:27:11.195Z,,2026-05-05T15:45:06.839Z,43.64140100369464,21.511988254744914,breakout,False,low,False,2.26007,,-7.33212,,True,False,False,1.1420214888870084,10m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",Meme,0.0,none,0.0,False,Apenas 2 snapshots (mínimo 3),10m_range
unipeg,upeg,Unipeg,https://coin-images.coingecko.com/coins/images/102173012/large/unipeg.jpg?1777188215,1633.44,16333020,1002,16333020.0,17262281,1871.75,1279.07,-20.9969099211296,-1.26912,-198451.87868021056,-1.20045,10000.0,10000.0,10000.0,2933.89,-43.53315,2026-05-02T10:50:06.084Z,435.23,280.64747,2026-04-26T17:34:58.726Z,,2026-05-05T15:45:03.242Z,,98.3826640987827,breakout,False,low,False,2.26007,,-3.52919,,True,False,False,1.0568946220600968,10m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",RWA,0.0,none,0.0,False,Apenas 2 snapshots (mínimo 3),10m_range
czs-dog,broccoli,CZ's Dog,https://coin-images.coingecko.com/coins/images/54400/large/broccoli.jpg?1739504145,0.01876249,18157314,949,18157314.0,10173560,0.01926301,0.01806426,-0.000122841634261753,-0.65046,-105866.10508238897,-0.57967,968133628.7294303,968133628.7294303,1000000000.0,0.257985,-92.73188,2025-02-14T10:31:04.883Z,0.0105676,77.43514,2025-10-10T21:25:13.973Z,,2026-05-05T15:44:05.043Z,50.819852355941364,12.067461940925506,strong,False,low,False,2.26007,,-2.9105299999999996,,True,False,False,0.5603009343782897,10m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",Meme,0.65,strong,0.325,True,"Acumulação silenciosa: slope=0.3250, consistência=100%",10m_range
vine,vine,Vine,https://coin-images.coingecko.com/coins/images/53859/large/vine.jpg?1737613523,0.01558852,15588274,1017,15588274.0,6577879,0.01558708,0.01503354,0.00026884,1.75486,274696.0,1.79381,999970051.134926,999970051.134926,1000000000.0,0.469941,-96.68283,2025-01-26T10:00:27.525Z,0.01447873,7.6665,2026-04-28T10:55:44.220Z,,2026-05-05T15:45:06.576Z,-12.08414362283101,4.056409093538479,early_accumulation,False,low,False,2.26007,,-0.5052099999999997,,True,False,False,0.4219760956216192,10m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",Meme,0.65,strong,0.1452,True,"Acumulação silenciosa: slope=0.1452, consistência=100%",10m_range
my-neighbor-alice,alice,My Neighbor Alice,https://coin-images.coingecko.com/coins/images/14375/large/alice_logo.jpg?1696514067,0.150253,14940678,1033,14940678.0,6025986,0.153503,0.147088,0.00259659,1.75853,241916.0,1.64583,99448596.203832,99448596.203832,100000000.0,40.93,-99.6327,2021-03-15T08:54:21.451Z,0.097767,53.77243,2026-02-24T05:36:05.553Z,,2026-05-05T15:45:03.899Z,40.315540136691794,-0.3524656405742187,early_accumulation,False,low,False,2.26007,,-0.5015399999999999,,True,False,False,0.40332747951598985,10m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",Gaming,0.0,none,0.0,False,Apenas 2 snapshots (mínimo 3),10m_range
chill-guy,chillguy,Just a chill guy,https://coin-images.coingecko.com/coins/images/51746/large/Scherm%C2%ADafbeelding_2024-11-15_om_20.57.58.png?1731926037,0.01773302,17735951,961,17735951.0,5472389,0.01837452,0.01562835,0.00099583,5.94979,1051060.0,6.29947,999944868.405287,999944868.405287,1000000000.0,0.657518,-97.30397,2024-11-27T10:40:57.467Z,0.00604048,193.46796,2024-11-18T12:34:51.762Z,,2026-05-05T15:44:04.434Z,124.56235466890426,57.428449247148095,early_accumulation,False,low,False,2.26007,,3.6897200000000003,,True,False,False,0.3085478190597166,10m_range,False,False,"{'short_term': {'has_spike': False, 'momentum_initial': 'low', 'volume_mc_ratio': 0, 'is_candidate': False}, 'medium_term': {'persistence_days': 0, 'volume_recovery_consistent': False, 'volatility_reducing': False, 'is_emerging_leader': False}, 'long_term': {'trend_clear': False, 'sustainable_growth': False, 'consistency_score': 0, 'is_confirmed_leader': False}, 'classification': 'MONITORING'}",MONITORING,"{""should_analyze"": false, ""combined_validation"": ""NOT_APPLICABLE""}",Meme,0.0,none,0.0,False,Apenas 2 snapshots (mínimo 3),10m_range
